lic bed size,DAY_TOT,adj pat days,DIS_TOT,DSH hosp,FAC_NO,FAC_NAME
1-49,4473.0,11582.74854356014,1537.0,Non-DSH,106474007.0,FAIRCHILD MEDICAL CENTER
100-149,33668.0,58863.459339329806,3064.0,DSH,106370705.0,FALLBROOK HOSPITAL DISTRICT
1-49,5346.0,9566.960136943719,1336.0,Non-DSH,106230949.0,FRANK R HOWARD MEMORIAL HOSPITAL
100-149,29525.0,67684.51656422213,1681.0,DSH,106270777.0,GEORGE L. MEE MEMORIAL HOSPITAL
1-49,1356.0,6361.870243183802,362.0,Non-DSH,106110889.0,GLENN MEDICAL CENTER
150-199,43247.0,92105.87413158933,2735.0,DSH,106350784.0,HAZEL HAWKINS MEMORIAL HOSPITAL
1-49,9731.0,21689.972675751156,1084.0,Non-DSH,106490964.0,HEALDSBURG DISTRICT HOSPITAL
150-199,49101.0,85337.33477529728,3938.0,DSH,106362041.0,HI-DESERT MEDICAL CENTER
1-49,3724.0,13377.173683655723,74.0,DSH,106121031.0,JEROLD PHELPS COMMUNITY HOSPITAL
1-49,10557.0,44940.632531120085,301.0,DSH,106220733.0,JOHN C FREMONT HEALTHCARE DISTRICT
100-149,25551.0,54241.20691476914,963.0,DSH,106150737.0,KERN VALLEY HEALTHCARE DISTRICT
150-199,46340.0,88166.86834494886,2715.0,DSH,106420491.0,LOMPOC VALLEY MEDICAL CENTER
1-49,1642.0,4768.096455064552,644.0,Non-DSH,106260011.0,MAMMOTH HOSPITAL
1-49,5083.0,12799.439125254397,1389.0,Non-DSH,106050932.0,MARK TWAIN ST. JOSEPH'S HOSPITAL
100-149,25844.0,54377.805878619576,5612.0,Non-DSH,106090933.0,MARSHALL MEDICAL CENTER
100-149,29467.0,62948.15936932587,563.0,DSH,106450936.0,MAYERS MEMORIAL HOSPITAL
1-49,4673.0,16656.054621652856,1559.0,DSH,106240924.0,MEMORIAL HOSPITAL LOS BANOS
1-49,6094.0,15881.697014792626,1322.0,Non-DSH,106231013.0,MENDOCINO COAST DISTRICT HOSPTIAL
1-49,3624.0,8754.82933242601,1242.0,Non-DSH,106470871.0,MERCY HOSPITAL OF MT. SHASTA
50-99,17626.0,44486.11026508429,257.0,DSH,106250956.0,MODOC MEDICAL CENTER
1-49,8199.0,31118.97843558287,297.0,DSH,106361266.0,MOUNTAINS COMMUNITY HOSPITAL
1-49,2657.0,7916.510023496919,871.0,Non-DSH,106141273.0,NORTHERN INYO HOSPITAL
150-199,42074.0,119913.27645331403,1834.0,DSH,106500967.0,OAK VALLEY DISTRICT HOSPITAL
100-149,23262.0,44967.38664313153,949.0,DSH,106560501.0,OJAI VALLEY COMMUNITY HOSPITAL
1-49,4358.0,8751.023663245753,1238.0,Non-DSH,106491338.0,PALM DRIVE HOSPITAL
50-99,4613.0,10475.226094446421,1585.0,Non-DSH,106331288.0,PALO VERDE HOSPITAL
100-149,22360.0,46141.23863607762,6893.0,DSH,106130760.0,PIONEERS MEMORIAL HOSPITAL
1-49,1334.0,5940.389292267394,495.0,Non-DSH,106320986.0,PLUMAS DISTRICT HOSPITAL
1-49,5616.0,12152.868254928451,1531.0,DSH,106121051.0,REDWOOD MEMORIAL HOSPITAL
50-99,10657.0,22150.49106357325,2881.0,Non-DSH,106150782.0,RIDGECREST REGIONAL HOSPITAL
50-99,14349.0,28067.226253417633,3198.0,Non-DSH,106331326.0,SAN GORGONIO MEMORIAL HOSPITAL
1-49,1012.0,4752.949369378206,307.0,Non-DSH,106420522.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL
1-49,6302.0,25647.025108123435,264.0,Non-DSH,106321016.0,SENECA HEALTHCARE DISTRICT
1-49,4564.0,11522.484288909447,2057.0,DSH,106100797.0,SIERRA KINGS DISTRICT HOSPITAL
100-149,22585.0,42975.54229509745,5454.0,Non-DSH,106291023.0,SIERRA NEVADA MEMORIAL HOSPITAL
150-199,44045.0,90889.24338087834,5092.0,Non-DSH,106554011.0,SONORA REGIONAL MEDICAL CENTER-GREENLEY
1-49,11760.0,26246.44436021452,117.0,Non-DSH,106141338.0,SOUTHERN INYO HOSPITAL
50-99,8933.0,22383.92373975322,3288.0,Non-DSH,106521041.0,ST. ELIZABETH COMMUNITY HOSPITAL
1-49,7055.0,22146.753607030285,1751.0,DSH,106171049.0,ST. HELENA HOSPITAL - CLEARLAKE
200-299,64800.0,100075.59538885747,16503.0,Non-DSH,106361343.0,ST. MARY MEDICAL CENTER
1-49,7929.0,12997.078118777534,47.0,Non-DSH,106250955.0,SURPRISE VALLEY COMMUNITY HOSPITAL
50-99,7527.0,16584.36359544285,2224.0,Non-DSH,106034002.0,SUTTER AMADOR HOSPITAL
50-99,7568.0,21940.694311686286,2255.0,Non-DSH,106084001.0,SUTTER COAST HOSPITAL
1-49,7116.0,19794.384710464445,2060.0,Non-DSH,106171395.0,SUTTER LAKESIDE HOSPITAL
50-99,16833.0,39303.3119326573,1871.0,Non-DSH,106291053.0,TAHOE FOREST HOSPITAL
1-49,6958.0,50305.82722804279,216.0,Non-DSH,106150808.0,TEHACHAPI HOSPITAL
50-99,9686.0,20946.647152882902,518.0,DSH,106531059.0,TRINITY HOSPITAL
100-149,23297.0,33688.77908769011,6001.0,Non-DSH,106400548.0,TWIN CITIES COMMUNITY HOSPITAL
50-99,12065.0,27768.97936499538,3973.0,DSH,106231396.0,UKIAH VALLEY MEDICAL CENTER - HOSPITAL DRIVE
100-149,20789.0,36267.90335532753,6356.0,DSH,106361370.0,VICTOR VALLEY COMMUNITY HOSPITAL
50-99,8112.0,15950.296265400426,2905.0,Non-DSH,106361105.0,BARSTOW COMMUNITY HOSPITAL
100-149,28292.0,54706.96351146699,3344.0,Non-DSH,106090793.0,BARTON MEMORIAL HOSPITAL
1-49,8153.0,29454.296029806723,383.0,Non-DSH,106361110.0,BEAR VALLEY COMMUNITY HOSPITAL
1-49,9341.0,16475.801610826733,927.0,Non-DSH,106040802.0,BIGGS-GRIDLEY MEMORIAL HOSPITAL
1-49,2116.0,7345.597718354712,27.0,Non-DSH,106190045.0,CATALINA ISLAND MEDICAL CENTER
1-49,8111.0,15255.483029186684,64.0,Non-DSH,106200692.0,CHOWCHILLA DISTRICT MEMORIAL HOSPITAL
100-149,19598.0,31534.898137479162,929.0,DSH,106100697.0,COALINGA REGIONAL MEDICAL CENTER
1-49,1871.0,5872.47715082442,636.0,Non-DSH,106361458.0,COLORADO RIVER MEDICAL CENTER
1-49,4875.0,10041.192613732099,1119.0,Non-DSH,106060870.0,COLUSA REGIONAL MEDICAL CENTER
1-49,4821.0,14502.337073850867,623.0,Non-DSH,106160702.0,CORCORAN DISTRICT HOSPITAL
1-49,8864.0,14933.96830824495,29.0,Non-DSH,106240853.0,DOS PALOS MEMORIAL HOSPITAL
50-99,23737.0,62527.03117912677,516.0,Non-DSH,106320859.0,EASTERN PLUMAS HEALTH CARE
1-49,4640.0,12495.279365784587,1709.0,Non-DSH,106474007.0,FAIRCHILD MEDICAL CENTER
100-149,35034.0,60539.32568540545,3140.0,Non-DSH,106370705.0,FALLBROOK HOSPITAL DISTRICT
1-49,4633.0,10046.058591967238,1196.0,Non-DSH,106230949.0,FRANK R HOWARD MEMORIAL HOSPITAL
50-99,20064.0,41470.34243090036,2006.0,DSH,106270777.0,GEORGE L. MEE MEMORIAL HOSPITAL
1-49,846.0,4882.425121723307,321.0,Non-DSH,106110889.0,GLENN MEDICAL CENTER
100-149,24261.0,58121.184196772185,6158.0,Non-DSH,106160725.0,HANFORD COMMUNITY HOSPITAL
150-199,44044.0,89974.50691757238,2798.0,Non-DSH,106350784.0,HAZEL HAWKINS MEMORIAL HOSPITAL
1-49,8045.0,19455.87694727572,697.0,Non-DSH,106490964.0,HEALDSBURG DISTRICT HOSPITAL
150-199,52410.0,80220.2152101303,4177.0,DSH,106362041.0,HI-DESERT MEDICAL CENTER
1-49,6691.0,14202.63060943641,43.0,DSH,106320874.0,INDIAN VALLEY HOSPITAL
1-49,3393.0,11297.15500649407,92.0,DSH,106121031.0,JEROLD PHELPS COMMUNITY HOSPITAL
1-49,10132.0,50155.31022493514,249.0,DSH,106220733.0,JOHN C FREMONT HEALTHCARE DISTRICT
100-149,30584.0,58758.282844402995,1240.0,DSH,106150737.0,KERN VALLEY HEALTHCARE DISTRICT
1-49,8569.0,14946.74541213493,721.0,Non-DSH,106100745.0,KINGSBURG MEDICAL HOSPITAL
150-199,47326.0,96409.54260550495,2768.0,DSH,106420491.0,LOMPOC HEALTHCARE DISTRICT
1-49,1913.0,4797.962623996037,757.0,Non-DSH,106260011.0,MAMMOTH HOSPITAL
1-49,7177.0,15114.42630971629,1925.0,Non-DSH,106050932.0,MARK TWAIN ST. JOSEPH'S HOSPITAL
100-149,27399.0,48225.056834998075,6188.0,Non-DSH,106090933.0,MARSHALL MEDICAL CENTER
100-149,33032.0,64623.929150208474,582.0,DSH,106450936.0,MAYERS MEMORIAL HOSPITAL
1-49,7983.0,17855.569909087404,2034.0,Non-DSH,106240924.0,MEMORIAL HOSPITAL LOS BANOS
1-49,8294.0,20361.887848231072,1570.0,Non-DSH,106231013.0,MENDOCINO COAST DISTRICT HOSPITAL
50-99,15650.0,32496.886589103477,1536.0,DSH,106470871.0,MERCY HOSPITAL OF MT. SHASTA
50-99,16663.0,40903.29192530279,161.0,DSH,106250956.0,MODOC MEDICAL CENTER
1-49,8933.0,23062.558981906648,616.0,DSH,106361266.0,MOUNTAINS COMMUNITY HOSPITAL
1-49,3711.0,8273.931041954223,1198.0,Non-DSH,106141273.0,NORTHERN INYO HOSPITAL
150-199,45455.0,108752.93281260467,2295.0,DSH,106500967.0,OAK VALLEY DISTRICT HOSPITAL
100-149,22764.0,40245.86195790043,1329.0,Non-DSH,106560501.0,OJAI VALLEY COMMUNITY HOSPITAL
1-49,4245.0,9078.81402509751,1095.0,Non-DSH,106491338.0,PALM DRIVE HOSPITAL
50-99,2914.0,5377.369222145293,895.0,DSH,106331288.0,PALO VERDE HOSPITAL
100-149,17904.0,32742.228162656815,4909.0,DSH,106130760.0,PIONEERS MEMORIAL HOSPITAL
1-49,1902.0,6180.77037792041,700.0,Non-DSH,106320986.0,PLUMAS DISTRICT HOSPITAL
1-49,6157.0,18013.250370130838,1687.0,DSH,106171049.0,REDBUD COMMUNITY HOSPITAL
1-49,5615.0,11811.589090877927,1652.0,Non-DSH,106121051.0,REDWOOD MEMORIAL HOSPITAL
50-99,10003.0,19187.019178190512,2711.0,Non-DSH,106150782.0,RIDGECREST REGIONAL HOSPITAL
50-99,19216.0,27557.568160801304,4586.0,Non-DSH,106331326.0,SAN GORGONIO MEMORIAL HOSPITAL
1-49,935.0,4792.205437563734,310.0,Non-DSH,106420522.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL
1-49,6558.0,18920.664815333716,331.0,Non-DSH,106321016.0,SENECA HEALTHCARE DISTRICT
1-49,5476.0,15488.666987229719,2676.0,DSH,106100797.0,SIERRA KINGS DISTRICT HOSPITAL
100-149,24882.0,48039.55059831337,6917.0,Non-DSH,106291023.0,SIERRA NEVADA MEMORIAL HOSPITAL
1-49,12300.0,24712.693507989858,128.0,Non-DSH,106141338.0,SOUTHERN INYO HOSPITAL
50-99,11404.0,20699.353306800498,3785.0,Non-DSH,106521041.0,ST. ELIZABETH COMMUNITY HOSPITAL
150-199,49544.0,69114.34162473588,12932.0,DSH,106361343.0,ST. MARY MEDICAL CENTER - APPLE VALLEY
1-49,8454.0,12667.362893575702,74.0,DSH,106250955.0,SURPRISE VALLEY COMMUNITY HOSPITAL
50-99,12089.0,23503.070069208523,2574.0,Non-DSH,106034002.0,SUTTER AMADOR HOSPITAL
50-99,9434.0,23780.683211276126,2440.0,Non-DSH,106084001.0,SUTTER COAST HOSPITAL
50-99,10310.0,20248.079640268075,2644.0,Non-DSH,106171395.0,SUTTER LAKESIDE HOSPITAL
50-99,19752.0,37581.23410947694,2097.0,Non-DSH,106291053.0,TAHOE FOREST HOSPITAL
1-49,7190.0,43613.50355231031,139.0,DSH,106150808.0,TEHACHAPI HOSPITAL
50-99,9057.0,19569.86427874795,472.0,Non-DSH,106531059.0,TRINITY GENERAL HOSPITAL
50-99,23694.0,45813.443217288615,1995.0,DSH,106551061.0,TUOLUMNE GENERAL HOSPITAL
50-99,21500.0,31123.5433690444,4989.0,Non-DSH,106400548.0,TWIN CITIES COMMUNITY HOSPITAL
50-99,11866.0,24474.551118589956,3853.0,DSH,106231396.0,UKIAH VALLEY MEDICAL CENTER-HOSPITAL DR
100-149,22120.0,36660.998309362774,6504.0,DSH,106361370.0,VICTOR VALLEY COMMUNITY HOSPITAL
